No errors
No warnings
201 ms
data source=metars
4716 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KPZQ 141715Z AUTO 02004KT 5SM BR BKN008 OVC032 21/19 A2993 RMK AO2 T02050187,KPZQ,2015-06-14T17:15:00Z,45.4,-83.82,20.5,18.7,20,4,,5.0,29.929134,,,TRUE,TRUE,,,,,,BR,BKN,800,OVC,3200,,,,,IFR,,,,,,,,,,,,METAR,204.0
KPVE 141715Z AUTO 21008KT 10SM FEW032 30/21 A3010 RMK,KPVE,2015-06-14T17:15:00Z,35.65,-88.2,30.0,21.0,210,8,,10.0,30.100393,,,TRUE,,,,,,,,FEW,3200,,,,,,,VFR,,,,,,,,,,,,METAR,149.0
KETH 141715Z AUTO 34021G27KT 10SM -DZ BKN017 15/13 A2991 RMK AO2,KETH,2015-06-14T17:15:00Z,45.78,-96.55,15.0,13.0,340,21,27,10.0,29.911417,,,TRUE,TRUE,,,,,,-DZ,BKN,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,313.0
KEDC 141715Z AUTO 19007KT 10SM BKN015 BKN020 25/23 A2994 RMK AO2,KEDC,2015-06-14T17:15:00Z,30.4,-97.57,25.0,23.0,190,7,,10.0,29.940945,,,TRUE,TRUE,,,,,,,BKN,1500,BKN,2000,,,,,MVFR,,,,,,,,,,,,METAR,189.0
KDUH 141715Z AUTO 24004KT 10SM SCT021 SCT031 BKN042 26/22 A2996 RMK AO2 T02600223,KDUH,2015-06-14T17:15:00Z,41.73,-83.65,26.0,22.3,240,4,,10.0,29.958662,,,TRUE,TRUE,,,,,,,SCT,2100,SCT,3100,BKN,4200,,,VFR,,,,,,,,,,,,METAR,204.0
KDTL 141715Z AUTO 01004KT 10SM -RA SCT007 BKN012 OVC043 17/17 A2993 RMK AO2,KDTL,2015-06-14T17:15:00Z,46.82,-95.87,17.0,17.0,10,4,,10.0,29.929134,,,TRUE,TRUE,,,,,,-RA,SCT,700,BKN,1200,OVC,4300,,,MVFR,,,,,,,,,,,,METAR,426.0
KDRM 141715Z AUTO 13003KT 1 3/4SM BR OVC003 14/14 A2994 RMK AO2 T01380138,KDRM,2015-06-14T17:15:00Z,46.0,-83.75,13.8,13.8,130,3,,1.75,29.940945,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,204.0
KCNB 141715Z AUTO 20006KT 10SM CLR 28/13 A2989 RMK AO2 T02830134,KCNB,2015-06-14T17:15:00Z,44.73,-96.27,28.3,13.4,200,6,,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,364.0
KCKM 141715Z AUTO 18009KT 10SM SCT037 31/22 A3007 RMK AO1,KCKM,2015-06-14T17:15:00Z,34.3,-90.52,31.0,22.0,180,9,,10.0,30.070866,,,TRUE,TRUE,,,,,,,SCT,3700,,,,,,,VFR,,,,,,,,,,,,METAR,53.0
KCGC 141715Z AUTO 08005G08KT 10SM CLR 34/18 A3012 RMK AO2,KCGC,2015-06-14T17:15:00Z,28.87,-82.57,34.0,18.0,80,5,8,10.0,30.121063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KCFS 141715Z AUTO 20004KT 10SM SCT011 BKN018 23/21 A2994 RMK AO2 T02320208,KCFS,2015-06-14T17:15:00Z,43.47,-83.45,23.2,20.8,200,4,,10.0,29.940945,,,TRUE,TRUE,,,,,,,SCT,1100,BKN,1800,,,,,MVFR,,,,,,,,,,,,METAR,214.0
KCFJ 141715Z AUTO 22010KT 10SM SCT024 BKN041 OVC050 26/18 A3002 RMK AO2 T02570182,KCFJ,2015-06-14T17:15:00Z,,,25.7,18.2,220,10,,10.0,30.02067,,,TRUE,TRUE,,,,,,,SCT,2400,BKN,4100,OVC,5000,,,VFR,,,,,,,,,,,,METAR,
KCDN 141715Z AUTO 00000KT 7SM BKN060 BKN075 BKN100 33/18 A3011 RMK AO2 TSNO,KCDN,2015-06-14T17:15:00Z,34.28,-80.57,33.0,18.0,0,0,,7.0,30.109253,,,TRUE,TRUE,,,TRUE,,,,BKN,6000,BKN,7500,BKN,10000,,,VFR,,,,,,,,,,,,METAR,92.0
KCAD 141715Z AUTO 25003KT 10SM SCT012 BKN027 OVC040 22/20 A2993 RMK AO2 T02240200,KCAD,2015-06-14T17:15:00Z,44.27,-85.42,22.4,20.0,250,3,,10.0,29.929134,,,TRUE,TRUE,,,,,,,SCT,1200,BKN,2700,OVC,4000,,,MVFR,,,,,,,,,,,,METAR,398.0
KBVO 141715Z AUTO 19008KT 10SM FEW026 BKN036 OVC047 28/23 A2994 RMK AO2 T02780233 TSNO,KBVO,2015-06-14T17:15:00Z,36.77,-96.02,27.8,23.3,190,8,,10.0,29.940945,,,TRUE,TRUE,,,TRUE,,,,FEW,2600,BKN,3600,OVC,4700,,,VFR,,,,,,,,,,,,METAR,210.0
KBDH 141715Z AUTO 00000KT 10SM SCT036 27/17 A2991 RMK AO2,KBDH,2015-06-14T17:15:00Z,45.12,-95.13,27.0,17.0,0,0,,10.0,29.911417,,,TRUE,TRUE,,,,,,,SCT,3600,,,,,,,VFR,,,,,,,,,,,,METAR,247.0
KANK 141715Z AUTO 00000KT 10SM BKN120 19/09 A3024 RMK AO1 T01890087,KANK,2015-06-14T17:15:00Z,38.53,-106.05,18.9,8.7,0,0,,10.0,30.239174,,,TRUE,TRUE,,,,,,,BKN,12000,,,,,,,VFR,,,,,,,,,,,,METAR,2293.0
KALM 141715Z AUTO 26004KT 10SM CLR 28/09 A2996 RMK AO2,KALM,2015-06-14T17:15:00Z,32.82,-105.97,28.0,9.0,260,4,,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1279.0
KAJZ 141715Z AUTO 15003KT 10SM CLR 25/07 A3005 RMK AO2 T02450073,KAJZ,2015-06-14T17:15:00Z,38.78,-108.07,24.5,7.3,150,3,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1583.0
KAIB 141715Z AUTO 00000KT 10SM SCT120 22/09 A3011 RMK AO2,KAIB,2015-06-14T17:15:00Z,38.23,-108.57,22.0,9.0,0,0,,10.0,30.109253,,,TRUE,TRUE,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,1811.0
KADC 141715Z AUTO 00000KT 10SM SCT031 23/17 A2990 RMK AO2,KADC,2015-06-14T17:15:00Z,46.45,-95.22,23.0,17.0,0,0,,10.0,29.899607,,,TRUE,TRUE,,,,,,,SCT,3100,,,,,,,VFR,,,,,,,,,,,,METAR,418.0
KACQ 141715Z AUTO 25003KT 10SM SCT039 BKN050 25/15 A2994 RMK AO2,KACQ,2015-06-14T17:15:00Z,44.07,-93.55,25.0,15.0,250,3,,10.0,29.940945,,,TRUE,TRUE,,,,,,,SCT,3900,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,343.0
KACB 141715Z AUTO 00000KT 10SM OVC011 21/19 A2992 RMK AO2 T02100186,KACB,2015-06-14T17:15:00Z,44.98,-85.2,21.0,18.6,0,0,,10.0,29.920275,,,TRUE,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,METAR,190.0
K1P1 141715Z AUTO 31008KT 10SM CLR 26/10 A3006 RMK AO2 T02560098,K1P1,2015-06-14T17:15:00Z,43.78,-71.75,25.6,9.8,310,8,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,154.0
K0A9 141715Z AUTO VRB04KT 10SM CLR 29/18 A3019 RMK,K0A9,2015-06-14T17:15:00Z,36.37,-82.17,29.0,18.0,0,4,,10.0,30.188976,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,486.0
KGPH 141715Z AUTO 19007KT 10SM BKN018 OVC029 26/21 A2995 RMK AO2,KGPH,2015-06-14T17:15:00Z,39.33,-94.32,26.0,21.0,190,7,,10.0,29.949802,,,TRUE,TRUE,,,,,,,BKN,1800,OVC,2900,,,,,MVFR,,,,,,,,,,,,METAR,235.0
KGLY 141715Z AUTO 21008KT 8SM SCT018 SCT025 BKN030 27/24 A2998 RMK AO2,KGLY,2015-06-14T17:15:00Z,38.35,-93.68,27.0,24.0,210,8,,8.0,29.97933,,,TRUE,TRUE,,,,,,,SCT,1800,SCT,2500,BKN,3000,,,MVFR,,,,,,,,,,,,METAR,251.0
KGKT 141715Z AUTO VRB04KT 10SM 32/18 A3016 RMK,KGKT,2015-06-14T17:15:00Z,35.85,-83.53,32.0,18.0,0,4,,10.0,30.159449,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,309.0
KEOE 141715Z AUTO 26003KT 10SM CLR 33/17 A3016 RMK AO2,KEOE,2015-06-14T17:15:00Z,34.32,-81.63,33.0,17.0,260,3,,10.0,30.159449,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,174.0
KE80 141715Z AUTO 02005KT 10SM CLR 23/09 A3004 RMK AO2 T02340092,KE80,2015-06-14T17:15:00Z,34.65,-106.83,23.4,9.2,20,5,,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1582.0
KD57 141715Z AUTO VRB04KT 10SM CLR 20/10 A3000 RMK AO2,KD57,2015-06-14T17:15:00Z,46.82,-101.87,20.0,10.0,0,4,,10.0,30.0,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,637.0
KCMR 141715Z AUTO 31007G13KT 10SM FEW080 26/04 A3019 RMK AO2,KCMR,2015-06-14T17:15:00Z,35.3,-112.2,26.0,4.0,310,7,13,10.0,30.188976,,,TRUE,TRUE,,,,,,,FEW,8000,,,,,,,VFR,,,,,,,,,,,,METAR,2036.0
KCEY 141715Z AUTO 23007KT 10SM SCT026 BKN033 28/22 A3009 RMK AO1,KCEY,2015-06-14T17:15:00Z,36.67,-88.37,28.0,22.0,230,7,,10.0,30.088583,,,TRUE,TRUE,,,,,,,SCT,2600,BKN,3300,,,,,VFR,,,,,,,,,,,,METAR,176.0
KBVU 141715Z AUTO VRB06G11KT 10SM CLR 35/08 A2978 RMK AO2,KBVU,2015-06-14T17:15:00Z,35.95,-114.87,35.0,8.0,0,6,11,10.0,29.778543,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,671.0
KBKN 141715Z AUTO 17013KT 10SM SCT031 SCT041 BKN060 30/22 A2992 RMK AO2,KBKN,2015-06-14T17:15:00Z,36.75,-97.35,30.0,22.0,170,13,,10.0,29.920275,,,TRUE,TRUE,,,,,,,SCT,3100,SCT,4100,BKN,6000,,,VFR,,,,,,,,,,,,METAR,314.0
KBGF 141715Z AUTO VRB03KT 10SM FEW049 32/20 A3016 RMK,KBGF,2015-06-14T17:15:00Z,35.18,-86.07,32.0,20.0,0,3,,10.0,30.159449,,,TRUE,,,,,,,,FEW,4900,,,,,,,VFR,,,,,,,,,,,,METAR,299.0
KATS 141715Z AUTO 15006G12KT 10SM CLR 27/16 A2992 RMK AO2,KATS,2015-06-14T17:15:00Z,32.85,-104.47,27.0,16.0,150,6,12,10.0,29.920275,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1081.0
KAQX 141715Z AUTO 01007KT 10SM FEW055 34/20 A3011 RMK AO2,KAQX,2015-06-14T17:15:00Z,32.98,-81.27,34.0,20.0,10,7,,10.0,30.109253,,,TRUE,TRUE,,,,,,,FEW,5500,,,,,,,VFR,,,,,,,,,,,,METAR,49.0
KAEJ 141715Z AUTO 31008KT 10SM OVC100 18/06 A3020 RMK AO2 T01750057,KAEJ,2015-06-14T17:15:00Z,38.82,-106.12,17.5,5.7,310,8,,10.0,30.200787,,,TRUE,TRUE,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,2422.0
K6L4 141715Z AUTO VRB06KT 210V280 10SM FEW060 FEW070 FEW080 29/21 A3013 RMK AO2,K6L4,2015-06-14T17:15:00Z,37.85,-81.92,29.0,21.0,0,6,,10.0,30.129921,,,TRUE,TRUE,,,,,,,FEW,6000,FEW,7000,FEW,8000,,,VFR,,,,,,,,,,,,METAR,508.0
K4I7 141715Z AUTO 20008KT 10SM SCT025 SCT041 OVC055 27/20 A3004 RMK AO2,K4I7,2015-06-14T17:15:00Z,39.63,-86.82,27.0,20.0,200,8,,10.0,30.041338,,,TRUE,TRUE,,,,,,,SCT,2500,SCT,4100,OVC,5500,,,VFR,,,,,,,,,,,,METAR,257.0
K42J 141715Z AUTO 00000KT 9SM CLR 33/16 A3014 RMK AO1 TSNO,K42J,2015-06-14T17:15:00Z,29.85,-82.05,33.0,16.0,0,0,,9.0,30.138779,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,60.0
K2V5 141715Z AUTO 13013G16KT 10SM SCT032 SCT038 BKN049 26/18 A2994 RMK AO2 T02620177,K2V5,2015-06-14T17:15:00Z,40.1,-102.25,26.2,17.7,130,13,16,10.0,29.940945,,,TRUE,TRUE,,,,,,,SCT,3200,SCT,3800,BKN,4900,,,VFR,,,,,,,,,,,,METAR,1118.0
K08D 141715Z AUTO 25011G18KT 10SM CLR 21/10 A3000 RMK AO2,K08D,2015-06-14T17:15:00Z,48.3,-102.4,21.0,10.0,250,11,18,10.0,30.0,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,684.0
PACZ 141715Z AUTO 19011KT 8SM OVC005 05/04 A3054 RMK AO2 SLP347,PACZ,2015-06-14T17:15:00Z,61.78,-166.03,5.0,4.0,190,11,,8.0,30.540354,1034.7,,TRUE,TRUE,,,,,,,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,146.0
KTVF 141715Z AUTO 28007KT 10SM BKN080 OVC090 17/13 A2996 RMK AO1 P0001,KTVF,2015-06-14T17:15:00Z,48.07,-96.17,17.0,13.0,280,7,,10.0,29.958662,,,TRUE,TRUE,,,,,,,BKN,8000,OVC,9000,,,,,VFR,,,,,,0.01,,,,,,METAR,340.0
KTPL 141715Z AUTO 20010KT 10SM FEW016 SCT025 BKN039 26/21 A2994 RMK AO1,KTPL,2015-06-14T17:15:00Z,31.13,-97.4,26.0,21.0,200,10,,10.0,29.940945,,,TRUE,TRUE,,,,,,,FEW,1600,SCT,2500,BKN,3900,,,VFR,,,,,,,,,,,,METAR,208.0
KSUE 141715Z AUTO 00000KT 10SM OVC012 21/18 A2993 RMK AO1,KSUE,2015-06-14T17:15:00Z,44.85,-87.42,21.0,18.0,0,0,,10.0,29.929134,,,TRUE,TRUE,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,221.0
KSQI 141715Z AUTO 27009KT 10SM FEW021 SCT029 BKN060 27/21 A2995 RMK AO1,KSQI,2015-06-14T17:15:00Z,41.75,-89.67,27.0,21.0,270,9,,10.0,29.949802,,,TRUE,TRUE,,,,,,,FEW,2100,SCT,2900,BKN,6000,,,VFR,,,,,,,,,,,,METAR,197.0
KSOP 141715Z AUTO 33006KT 10SM SCT047 OVC050 34/19 A3010 RMK AO1,KSOP,2015-06-14T17:15:00Z,35.22,-79.4,34.0,19.0,330,6,,10.0,30.100393,,,TRUE,TRUE,,,,,,,SCT,4700,OVC,5000,,,,,VFR,,,,,,,,,,,,METAR,141.0
KSMN 141715Z AUTO 01003KT 10SM 17/M02 A3000 RMK AO1,KSMN,2015-06-14T17:15:00Z,45.12,-113.87,17.0,-2.0,10,3,,10.0,30.0,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1233.0
KSLG 141715Z AUTO 17009G17KT FEW024 SCT031 BKN038 28/20 A3001 RMK AO1,KSLG,2015-06-14T17:15:00Z,36.2,-94.47,28.0,20.0,170,9,17,,30.008858,,,TRUE,TRUE,,,,,,,FEW,2400,SCT,3100,BKN,3800,,,,,,,,,,,,,,,METAR,300.0
KSKX 141715Z AUTO 01003KT 7SM CLR 19/08 A3014 RMK AO1,KSKX,2015-06-14T17:15:00Z,36.45,-105.67,19.0,8.0,10,3,,7.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2161.0
KSGU 141715Z AUTO 00000KT 10SM CLR 31/09 A2987 RMK AO1,KSGU,2015-06-14T17:15:00Z,37.07,-113.52,31.0,9.0,0,0,,10.0,29.870079,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,896.0
KSGT 141715Z AUTO 18010KT 10SM SCT033 31/22 A3004 RMK AO1,KSGT,2015-06-14T17:15:00Z,34.6,-91.57,31.0,22.0,180,10,,10.0,30.041338,,,TRUE,TRUE,,,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,68.0
KSFZ 141715Z AUTO 12006KT 10SM SCT065 26/14 A3007 RMK AO1,KSFZ,2015-06-14T17:15:00Z,41.92,-71.5,26.0,14.0,120,6,,10.0,30.070866,,,TRUE,TRUE,,,,,,,SCT,6500,,,,,,,VFR,,,,,,,,,,,,METAR,134.0
KSFM 141715Z 10003KT 10SM CLR 24/07 A3008 RMK AO1,KSFM,2015-06-14T17:15:00Z,43.38,-70.72,24.0,7.0,100,3,,10.0,30.079725,,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,74.0
KSDY 141715Z AUTO 26009G15KT 10SM CLR 21/09 A3001 RMK AO1,KSDY,2015-06-14T17:15:00Z,47.7,-104.2,21.0,9.0,260,9,15,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,605.0
KSBS 141715Z AUTO 00000KT 10SM CLR 20/08 A3012 RMK AO1 T01970078,KSBS,2015-06-14T17:15:00Z,40.52,-106.87,19.7,7.8,0,0,,10.0,30.121063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2096.0
KRUT 141715Z AUTO 03004KT 10SM CLR 23/06 A3010 RMK AO1,KRUT,2015-06-14T17:15:00Z,43.52,-72.95,23.0,6.0,30,4,,10.0,30.100393,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,240.0
KRKD 141715Z AUTO 09007KT 10SM CLR 20/09 A3005 RMK AO1,KRKD,2015-06-14T17:15:00Z,44.07,-69.08,20.0,9.0,90,7,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
KRCV 141715Z AUTO 08007KT 10SM CLR 19/07 A3018 RMK AO2 T01920065,KRCV,2015-06-14T17:15:00Z,37.72,-106.35,19.2,6.5,80,7,,10.0,30.180119,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2424.0
KPWT 141715Z AUTO 04009KT 10SM CLR 19/08 A3006 RMK AO1,KPWT,2015-06-14T17:15:00Z,47.5,-122.75,19.0,8.0,40,9,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,147.0
KPWG 141715Z AUTO 19010KT 10SM VCTS FEW029 BKN036 BKN045 29/21 A2995 RMK AO1 LTG DSNT SE TSB10,KPWG,2015-06-14T17:15:00Z,31.47,-97.32,29.0,21.0,190,10,,10.0,29.949802,,,TRUE,TRUE,,,,,,VCTS,FEW,2900,BKN,3600,BKN,4500,,,VFR,,,,,,,,,,,,METAR,180.0
KPVG 141715Z AUTO 02004KT 10SM FEW040 SCT050 BKN070 33/24 A3007 RMK AO1 LTG DSNT S,KPVG,2015-06-14T17:15:00Z,36.78,-76.45,33.0,24.0,20,4,,10.0,30.070866,,,TRUE,TRUE,,,,,,,FEW,4000,SCT,5000,BKN,7000,,,VFR,,,,,,,,,,,,METAR,7.0
KPVC 141715Z 05007KT 10SM CLR 19/10 A3010 RMK AO1,KPVC,2015-06-14T17:15:00Z,42.07,-70.22,19.0,10.0,50,7,,10.0,30.100393,,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
KPTV 141715Z 24004KT 10SM CLR 31/08 A2976 RMK AO1,KPTV,2015-06-14T17:15:00Z,36.02,-119.07,31.0,8.0,240,4,,10.0,29.760826,,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,135.0
KPTN 141715Z AUTO 14015G20KT 10SM FEW031 BKN039 30/23 A3001 RMK AO1 LTG DSNT NW,KPTN,2015-06-14T17:15:00Z,29.72,-91.32,30.0,23.0,140,15,20,10.0,30.008858,,,TRUE,TRUE,,,,,,,FEW,3100,BKN,3900,,,,,VFR,,,,,,,,,,,,METAR,3.0
KPRX 141715Z 16013G21KT 10SM FEW024 FEW042 30/22 A2996 RMK AO1,KPRX,2015-06-14T17:15:00Z,33.62,-95.45,30.0,22.0,160,13,21,10.0,29.958662,,,,TRUE,,,,,,,FEW,2400,FEW,4200,,,,,VFR,,,,,,,,,,,,METAR,167.0
KPQI 141715Z AUTO 36010G15KT 10SM CLR 18/04 A3008 RMK AO1,KPQI,2015-06-14T17:15:00Z,46.67,-68.03,18.0,4.0,360,10,15,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,146.0
KPIB 141715Z AUTO 11009KT 10SM SCT047 31/23 A3009 RMK AO1 LTG DSNT S,KPIB,2015-06-14T17:15:00Z,31.47,-89.32,31.0,23.0,110,9,,10.0,30.088583,,,TRUE,TRUE,,,,,,,SCT,4700,,,,,,,VFR,,,,,,,,,,,,METAR,91.0
KOWA 141715Z AUTO 21005KT 10SM CLR 26/16 A2993 RMK AO2,KOWA,2015-06-14T17:15:00Z,44.12,-93.25,26.0,16.0,210,5,,10.0,29.929134,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,350.0
KOTH 141715Z 35019KT 10SM CLR 13/09 A2998 RMK AO1,KOTH,2015-06-14T17:15:00Z,43.42,-124.25,13.0,9.0,350,19,,10.0,29.97933,,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
KOTG 141715Z AUTO 21007KT 10SM FEW037 BKN050 26/17 A2993 RMK AO1,KOTG,2015-06-14T17:15:00Z,43.63,-95.57,26.0,17.0,210,7,,10.0,29.929134,,,TRUE,TRUE,,,,,,,FEW,3700,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,480.0
KOLU 141715Z AUTO 09004KT 10SM SCT024 25/19 A2992 RMK AO1,KOLU,2015-06-14T17:15:00Z,41.45,-97.32,25.0,19.0,90,4,,10.0,29.920275,,,TRUE,TRUE,,,,,,,SCT,2400,,,,,,,VFR,,,,,,,,,,,,METAR,440.0
KOKK 141715Z AUTO 24015G20KT 10SM OVC042 27/22 A3000 RMK AO1,KOKK,2015-06-14T17:15:00Z,40.53,-86.07,27.0,22.0,240,15,20,10.0,30.0,,,TRUE,TRUE,,,,,,,OVC,4200,,,,,,,VFR,,,,,,,,,,,,METAR,253.0
KOCH 141715Z AUTO 18009G15KT 10SM SCT031 30/23 A2997 RMK AO1,KOCH,2015-06-14T17:15:00Z,31.57,-94.72,30.0,23.0,180,9,15,10.0,29.970472,,,TRUE,TRUE,,,,,,,SCT,3100,,,,,,,VFR,,,,,,,,,,,,METAR,108.0
KOAJ 141715Z AUTO 28004KT 10SM CLR 34/20 A3006 RMK AO1,KOAJ,2015-06-14T17:15:00Z,34.82,-77.62,34.0,20.0,280,4,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,29.0
KMVN 141715Z AUTO 20014KT 10SM SCT024 BKN032 29/22 A3004 RMK AO1,KMVN,2015-06-14T17:15:00Z,38.32,-88.87,29.0,22.0,200,14,,10.0,30.041338,,,TRUE,TRUE,,,,,,,SCT,2400,BKN,3200,,,,,VFR,,,,,,,,,,,,METAR,146.0
KMSV 141715Z AUTO 31003KT 10SM CLR 25/13 A3011 RMK AO1,KMSV,2015-06-14T17:15:00Z,41.7,-74.78,25.0,13.0,310,3,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,428.0
KMRF 141715Z AUTO 17013G18KT 10SM CLR A3004 RMK AO1,KMRF,2015-06-14T17:15:00Z,30.37,-104.02,,,170,13,18,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1481.0
KMNM 141715Z AUTO 11005KT 8SM FEW012 SCT070 21/17 A2990 RMK AO1,KMNM,2015-06-14T17:15:00Z,45.12,-87.62,21.0,17.0,110,5,,8.0,29.899607,,,TRUE,TRUE,,,,,,,FEW,1200,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,191.0
KEHR 141715Z AUTO 21011KT 10SM SCT025 BKN034 29/22 A3005 RMK AO1,KEHR,2015-06-14T17:15:00Z,37.82,-87.67,29.0,22.0,210,11,,10.0,30.050198,,,TRUE,TRUE,,,,,,,SCT,2500,BKN,3400,,,,,VFR,,,,,,,,,,,,METAR,117.0
KEEN 141715Z AUTO 16004KT 10SM CLR 26/07 A3008 RMK AO1,KEEN,2015-06-14T17:15:00Z,42.88,-72.27,26.0,7.0,160,4,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,149.0
KEAR 141715Z AUTO 09007KT 10SM SCT013 25/21 A2993 RMK AO1,KEAR,2015-06-14T17:15:00Z,40.72,-99.0,25.0,21.0,90,7,,10.0,29.929134,,,TRUE,TRUE,,,,,,,SCT,1300,,,,,,,VFR,,,,,,,,,,,,METAR,649.0
KDYR 141715Z 20009KT 160V260 10SM FEW027 FEW034 31/17 A3008 RMK AO1,KDYR,2015-06-14T17:15:00Z,36.0,-89.4,31.0,17.0,200,9,,10.0,30.079725,,,,TRUE,,,,,,,FEW,2700,FEW,3400,,,,,VFR,,,,,,,,,,,,METAR,103.0
KDWU 141715Z AUTO 33004KT 10SM BKN049 31/22 A3007 RMK AO1,KDWU,2015-06-14T17:15:00Z,38.55,-82.73,31.0,22.0,330,4,,10.0,30.070866,,,TRUE,TRUE,,,,,,,BKN,4900,,,,,,,VFR,,,,,,,,,,,,METAR,166.0
KDVL 141715Z AUTO 18008KT 130V200 10SM CLR 20/10 A2995 RMK AO1,KDVL,2015-06-14T17:15:00Z,48.12,-98.92,20.0,10.0,180,8,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,443.0
KCWI 141715Z AUTO 00000KT 10SM FEW026 FEW043 OVC060 25/21 A2998 RMK AO1,KCWI,2015-06-14T17:15:00Z,41.82,-90.32,25.0,21.0,0,0,,10.0,29.97933,,,TRUE,TRUE,,,,,,,FEW,2600,FEW,4300,OVC,6000,,,VFR,,,,,,,,,,,,METAR,216.0
